idCarpeta,Dia,Mes,Año,Fecha,Hora,Delito,CalidadJuridica,Categoria,Colonia,Alcalia,Sexo,Edad,TipoPersona,longitud,latitud
8330332.0,9.0,Septiembre,2018.0,11/09/2018,39600.0,QUEBRANTAMIENTO DE SELLOS,OFENDIDO,DELITO DE BAJO IMPACTO,PALO ALTO,CUAJIMALPA DE MORELOS,,,MORAL,-99.25257,19.38715
8330511.0,10.0,Octubre,2018.0,12/10/2018,42600.0,QUEBRANTAMIENTO DE SELLOS,OFENDIDO,DELITO DE BAJO IMPACTO,CONTADERO,CUAJIMALPA DE MORELOS,,,MORAL,-99.29735,19.3467
8330690.0,6.0,Junio,2018.0,13/06/2018,43200.0,FRAUDE,OFENDIDO,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.29872,19.35676
8445291.0,6.0,Junio,2019.0,06/06/2019,51000.0,VIOLENCIA FAMILIAR,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Masculino,26.0,FISICA,-99.29883,19.35589
8445500.0,6.0,Junio,2019.0,05/06/2019,1800.0,VIOLENCIA FAMILIAR,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,SAN LORENZO ACOPILCO,CUAJIMALPA DE MORELOS,Femenino,27.0,FISICA,-99.32428,19.33245
8445515.0,6.0,Junio,2019.0,06/06/2019,64800.0,ROBO A NEGOCIO SIN VIOLENCIA,AGRAVIADO,DELITO DE BAJO IMPACTO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,,,MORAL,-99.28806,19.36379
8445702.0,4.0,Abril,2019.0,15/04/2019,43200.0,NEGACION DEL SERVICIO PUBLICO,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,,,,-99.29914,19.35833
8446254.0,5.0,Mayo,2019.0,30/05/2019,66900.0,ABUSO SEXUAL,VICTIMA,DELITO DE BAJO IMPACTO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,Femenino,4.0,FISICA,-99.28887,19.36841
8446374.0,6.0,Junio,2019.0,07/06/2019,52200.0,VIOLENCIA FAMILIAR,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,SAN LORENZO ACOPILCO,CUAJIMALPA DE MORELOS,Femenino,30.0,FISICA,-99.32922,19.33022
8446514.0,6.0,Junio,2019.0,07/06/2019,71100.0,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,VICTIMA Y DENUNCIANTE,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.28851,19.36628
8446544.0,6.0,Junio,2019.0,07/06/2019,80400.0,TENTATIVA DE ROBO,VICTIMA,DELITO DE BAJO IMPACTO,ZENTLAPATL,CUAJIMALPA DE MORELOS,Masculino,17.0,FISICA,-99.31208,19.35156
8446713.0,6.0,Junio,2019.0,08/06/2019,36600.0,ROBO DE OBJETOS,OFENDIDO,DELITO DE BAJO IMPACTO,LAS TINAJAS,CUAJIMALPA DE MORELOS,Masculino,20.0,FISICA,-99.28031,19.35551
8446817.0,6.0,Junio,2019.0,08/06/2019,44100.0,ROBO DE OBJETOS,VICTIMA,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,,,MORAL,-99.2741,19.36283
8446843.0,5.0,Mayo,2019.0,23/05/2019,64800.0,ROBO DE DINERO,OFENDIDO,DELITO DE BAJO IMPACTO,SAN MATEO TLALTENANGO,CUAJIMALPA DE MORELOS,Masculino,,FISICA,-99.28149,19.3414
8447383.0,1.0,Enero,2019.0,27/01/2019,43200.0,ABUSO DE CONFIANZA,OFENDIDO,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Masculino,30.0,FISICA,-99.3,19.35781
8447404.0,6.0,Junio,2019.0,08/06/2019,68400.0,ROBO A NEGOCIO SIN VIOLENCIA,OFENDIDO,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,,,MORAL,-99.27487,19.36256
8447480.0,3.0,Marzo,2019.0,25/03/2019,46800.0,"PRODUCCIÓN, IMPRESIÓN, ENAJENACIÓN, DISTRIBUCIÓN, ALTERACIÓN O FALSIFICACIÓN DE TÍTULOS AL PORTADOR, DOCUMENTOS DE CRÉDITO PÚBLICOS O VALES DE CANJE",OFENDIDO,DELITO DE BAJO IMPACTO,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.24751,19.39219
