idCarpeta,Dia,Mes,Año,Fecha,Hora,Delito,CalidadJuridica,Categoria,Colonia,Alcalia,Sexo,Edad,TipoPersona,longitud,latitud
8339298.0,1.0,Enero,2019.0,23/01/2019,56400.0,ENCUBRIMIENTO POR FAVORECIMIENTO Y RECEPTACIÓN,VICTIMA,DELITO DE BAJO IMPACTO,SAN JOSÉ (SANTA ANA TLACOTENCO),MILPA ALTA,,,MORAL,-98.99774,19.18097
8339487.0,1.0,Enero,2019.0,23/01/2019,73140.0,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,VICTIMA Y DENUNCIANTE,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,XALTIPAC (SAN ANTONIO TECOMITL),MILPA ALTA,Masculino,47.0,FISICA,-98.98291,19.2167
8340658.0,1.0,Enero,2019.0,05/01/2019,43200.0,RETENCIÓN O SUSTRACCIÓN DE MENORES INCAPACES,VICTIMA,DELITO DE BAJO IMPACTO,NOCHTLA (SAN PEDRO ATOCPAN),MILPA ALTA,Masculino,,FISICA,-99.0477,19.20583
8341922.0,1.0,Enero,2019.0,26/01/2019,68400.0,POSESION DE VEHICULO ROBADO,VICTIMA,DELITO DE BAJO IMPACTO,SAN FRANCISCO TECOXPA,MILPA ALTA,,,MORAL,-99.00126,19.19525
8342475.0,1.0,Enero,2019.0,27/01/2019,900.0,AMENAZAS,OFENDIDO Y DENUNCIANTE,DELITO DE BAJO IMPACTO,SANTA MARTHA (VILLA MILPA ALTA),MILPA ALTA,Femenino,45.0,FISICA,-99.02671,19.1942
8366582.0,1.0,Enero,2019.0,15/01/2019,41400.0,ABUSO DE CONFIANZA,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,SAN AGUSTIN (VILLA MILPA ALTA),MILPA ALTA,Femenino,51.0,FISICA,-99.01353,19.19186
8367114.0,2.0,Febrero,2019.0,26/02/2019,54000.0,OMISION DE AUXILIO O DE CUIDADO,VICTIMA,DELITO DE BAJO IMPACTO,SAN SALVADOR CUAUHTENCO SECCION IV,MILPA ALTA,Femenino,1.0,FISICA,-99.094,19.1983
8367336.0,2.0,Febrero,2019.0,23/02/2019,45900.0,DISPAROS DE ARMA DE FUEGO,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,SANTA MARTHA (VILLA MILPA ALTA),MILPA ALTA,Masculino,33.0,FISICA,-99.02498,19.19678
8368598.0,2.0,Febrero,2019.0,22/02/2019,26100.0,ABUSO SEXUAL,VICTIMA,DELITO DE BAJO IMPACTO,SAN MIGUEL (SAN PABLO OZTOTEPEC),MILPA ALTA,Femenino,13.0,FISICA,-99.07552,19.1859
8368999.0,2.0,Febrero,2019.0,28/02/2019,75600.0,VIOLENCIA FAMILIAR,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,LA CONCEPCIÓN (VILLA MILPA ALTA),MILPA ALTA,Femenino,24.0,FISICA,-99.02132,19.18636
